Index,Round,Institution,Program,Degree,Quota,Category,Gender,Opening Rank,Closing Rank,Institution 2,Program 2,Degree 2,Quota 2,Category 2,Gender 2,Opening Rank 2,Closing Rank 2
,,,,,,,,,,Round 3,"D. D. U. Gorakhpur University, Gorakhpur",Electronics and Communication Engineering,B.Tech,Home State,BC(Girl),Female Seats,1034392.0
7995.0,Round 3,"D. D. U. Gorakhpur University, Gorakhpur",Electronics and Communication Engineering,B.Tech,Home State,BC,Both Male and Female Seats,737654.0,994910.0,,,,,,,,
,,,,,,,,,,Round 3,"D. D. U. Gorakhpur University, Gorakhpur",Electronics and Communication Engineering,B.Tech,Home State,EWS(GL),Female Seats,826054.0
7997.0,Round 3,"D. D. U. Gorakhpur University, Gorakhpur",Electronics and Communication Engineering,B.Tech,Home State,EWS(OPEN),Both Male and Female Seats,709240.0,809224.0,,,,,,,,
,,,,,,,,,,Round 3,"D. D. U. Gorakhpur University, Gorakhpur",Electronics and Communication Engineering,B.Tech,Home State,OPEN(GIRL),Female Seats,608153.0
7999.0,Round 3,"D. D. U. Gorakhpur University, Gorakhpur",Electronics and Communication Engineering,B.Tech,Home State,OPEN,Both Male and Female Seats,497717.0,705050.0,,,,,,,,
,,,,,,,,,,Round 3,"D. D. U. Gorakhpur University, Gorakhpur",Information Technology,B.Tech,Home State,BC(Girl),Female Seats,625275.0
8001.0,Round 3,"D. D. U. Gorakhpur University, Gorakhpur",Information Technology,B.Tech,Home State,BC,Both Male and Female Seats,519189.0,643436.0,,,,,,,,
,,,,,,,,,,Round 3,"D. D. U. Gorakhpur University, Gorakhpur",Information Technology,B.Tech,Home State,EWS(OPEN),Both Male and Female Seats,497085.0
8003.0,Round 3,"D. D. U. Gorakhpur University, Gorakhpur",Information Technology,B.Tech,Home State,OPEN(GIRL),Female Seats,320953.0,502704.0,,,,,,,,
,,,,,,,,,,Round 3,"D. D. U. Gorakhpur University, Gorakhpur",Information Technology,B.Tech,Home State,OPEN,Both Male and Female Seats,389162.0
8005.0,Round 3,"D. D. U. Gorakhpur University, Gorakhpur",Information Technology,B.Tech,Home State,SC,Both Male and Female Seats,1247836.0,1247836.0,,,,,,,,
,,,,,,,,,,Round 3,"D. D. U. Gorakhpur University, Gorakhpur",Mechanical Engineering,B.Tech,Home State,OPEN,Both Male and Female Seats,774117.0
8007.0,Round 3,Ch. Charan Singh University Campus (SCRIET) Meerut,Electronics and Communication Engineering,B.Tech,Home State,BC(Girl),Female Seats,857203.0,874492.0,,,,,,,,
,,,,,,,,,,Round 3,Ch. Charan Singh University Campus (SCRIET) Meerut,Electronics and Communication Engineering,B.Tech,Home State,BC,Both Male and Female Seats,618129.0
8009.0,Round 3,Ch. Charan Singh University Campus (SCRIET) Meerut,Electronics and Communication Engineering,B.Tech,Home State,EWS(GL),Female Seats,950675.0,950675.0,,,,,,,,
,,,,,,,,,,Round 3,Ch. Charan Singh University Campus (SCRIET) Meerut,Electronics and Communication Engineering,B.Tech,Home State,EWS(OPEN),Both Male and Female Seats,820089.0
8011.0,Round 3,Ch. Charan Singh University Campus (SCRIET) Meerut,Electronics and Communication Engineering,B.Tech,Home State,OPEN(GIRL),Female Seats,533770.0,774089.0,,,,,,,,
,,,,,,,,,,Round 3,Ch. Charan Singh University Campus (SCRIET) Meerut,Electronics and Communication Engineering,B.Tech,Home State,OPEN,Both Male and Female Seats,399594.0
8013.0,Round 3,Ch. Charan Singh University Campus (SCRIET) Meerut,Information Technology,B.Tech,Home State,BC(Girl),Female Seats,433715.0,641491.0,,,,,,,,
,,,,,,,,,,Round 3,Ch. Charan Singh University Campus (SCRIET) Meerut,Information Technology,B.Tech,Home State,BC,Both Male and Female Seats,344971.0
8015.0,Round 3,Ch. Charan Singh University Campus (SCRIET) Meerut,Information Technology,B.Tech,Home State,EWS(GL),Female Seats,581161.0,604537.0,,,,,,,,
,,,,,,,,,,Round 3,Ch. Charan Singh University Campus (SCRIET) Meerut,Information Technology,B.Tech,Home State,EWS(OPEN),Both Male and Female Seats,358537.0
8017.0,Round 3,Ch. Charan Singh University Campus (SCRIET) Meerut,Information Technology,B.Tech,Home State,OPEN(AF),Both Male and Female Seats,656552.0,656552.0,,,,,,,,
,,,,,,,,,,Round 3,Ch. Charan Singh University Campus (SCRIET) Meerut,Information Technology,B.Tech,Home State,OPEN(GIRL),Female Seats,370654.0
8019.0,Round 3,Ch. Charan Singh University Campus (SCRIET) Meerut,Information Technology,B.Tech,Home State,OPEN,Both Male and Female Seats,255193.0,339898.0,,,,,,,,
,,,,,,,,,,Round 3,Ch. Charan Singh University Campus (SCRIET) Meerut,Information Technology,B.Tech,Home State,SC,Both Male and Female Seats,625690.0
8021.0,Round 3,Ch. Charan Singh University Campus (SCRIET) Meerut,Mechanical Engineering,B.Tech,Home State,OPEN,Both Male and Female Seats,655987.0,852309.0,,,,,,,,
,,,,,,,,,,Round 3,Ch. Charan Singh University Campus (SCRIET) Meerut,Chemical Engineering,B.Tech,Home State,OPEN(GIRL),Female Seats,641844.0
8023.0,Round 3,Ch. Charan Singh University Campus (SCRIET) Meerut,Electronics & Instrumentation Engineering,B.Tech,Home State,OPEN,Both Male and Female Seats,930186.0,1244485.0,,,,,,,,
,,,,,,,,,,Round 3,Ch. Charan Singh University Campus (SCRIET) Meerut,Computer Science,B.Tech,Home State,BC(Girl),Female Seats,313354.0
8025.0,Round 3,Ch. Charan Singh University Campus (SCRIET) Meerut,Computer Science,B.Tech,Home State,BC,Both Male and Female Seats,289012.0,308703.0,,,,,,,,
,,,,,,,,,,Round 3,Ch. Charan Singh University Campus (SCRIET) Meerut,Computer Science,B.Tech,Home State,EWS(GL),Female Seats,372934.0
8027.0,Round 3,Ch. Charan Singh University Campus (SCRIET) Meerut,Computer Science,B.Tech,Home State,EWS(OPEN),Both Male and Female Seats,266755.0,306239.0,,,,,,,,
,,,,,,,,,,Round 3,Ch. Charan Singh University Campus (SCRIET) Meerut,Computer Science,B.Tech,Home State,OPEN(GIRL),Female Seats,237892.0
8029.0,Round 3,Ch. Charan Singh University Campus (SCRIET) Meerut,Computer Science,B.Tech,Home State,OPEN,Both Male and Female Seats,235341.0,250236.0,,,,,,,,
,,,,,,,,,,Round 3,Ch. Charan Singh University Campus (SCRIET) Meerut,Computer Science,B.Tech,Home State,SC,Both Male and Female Seats,539434.0
8031.0,Round 3,"Bundelkhand University, Jhansi",Computer Science and Engineering,B.Tech,Home State,BC(AF),Both Male and Female Seats,598021.0,598021.0,,,,,,,,
,,,,,,,,,,Round 3,"Bundelkhand University, Jhansi",Computer Science and Engineering,B.Tech,Home State,BC(Girl),Female Seats,299550.0
8033.0,Round 3,"Bundelkhand University, Jhansi",Computer Science and Engineering,B.Tech,Home State,BC,Both Male and Female Seats,252679.0,256710.0,,,,,,,,
,,,,,,,,,,Round 3,"Bundelkhand University, Jhansi",Computer Science and Engineering,B.Tech,Home State,EWS(GL),Female Seats,287466.0
8035.0,Round 3,"Bundelkhand University, Jhansi",Computer Science and Engineering,B.Tech,Home State,EWS(OPEN),Both Male and Female Seats,252136.0,257224.0,,,,,,,,
,,,,,,,,,,Round 3,"Bundelkhand University, Jhansi",Computer Science and Engineering,B.Tech,Home State,OPEN(GIRL),Female Seats,244505.0
8037.0,Round 3,"Bundelkhand University, Jhansi",Computer Science and Engineering,B.Tech,Home State,OPEN,Both Male and Female Seats,94557.0,211562.0,,,,,,,,
,,,,,,,,,,Round 3,"Bundelkhand University, Jhansi",Computer Science and Engineering,B.Tech,Home State,SC(Girl),Female Seats,359941.0
8039.0,Round 3,"Bundelkhand University, Jhansi",Computer Science and Engineering,B.Tech,Home State,SC,Both Male and Female Seats,371050.0,513449.0,,,,,,,,
,,,,,,,,,,Round 3,"Bundelkhand University, Jhansi",Computer Science and Engineering,B.Tech,Home State,ST,Both Male and Female Seats,1110001.0
8041.0,Round 3,"Bundelkhand University, Jhansi",Electronics and Communication Engineering,B.Tech,Home State,BC(Girl),Female Seats,698103.0,698103.0,,,,,,,,
,,,,,,,,,,Round 3,"Bundelkhand University, Jhansi",Electronics and Communication Engineering,B.Tech,Home State,BC,Both Male and Female Seats,376978.0
8043.0,Round 3,"Bundelkhand University, Jhansi",Electronics and Communication Engineering,B.Tech,Home State,EWS(OPEN),Both Male and Female Seats,345863.0,486559.0,,,,,,,,
,,,,,,,,,,Round 3,"Bundelkhand University, Jhansi",Electronics and Communication Engineering,B.Tech,Home State,OPEN(GIRL),Female Seats,364940.0
8045.0,Round 3,"Bundelkhand University, Jhansi",Electronics and Communication Engineering,B.Tech,Home State,OPEN,Both Male and Female Seats,293152.0,340307.0,,,,,,,,
,,,,,,,,,,Round 3,"Bundelkhand University, Jhansi",Electronics and Communication Engineering,B.Tech,Home State,SC,Both Male and Female Seats,724135.0
8047.0,Round 3,"Bundelkhand University, Jhansi",Mechanical Engineering,B.Tech,Home State,OPEN,Both Male and Female Seats,549796.0,972865.0,,,,,,,,
,,,,,,,,,,Round 3,"Bundelkhand University, Jhansi",Electronics & Instrumentation Engineering,B.Tech,Home State,OPEN(GIRL),Female Seats,721392.0
8049.0,Round 3,"Bundelkhand University, Jhansi",Electronics & Instrumentation Engineering,B.Tech,Home State,OPEN,Both Male and Female Seats,476699.0,1281371.0,,,,,,,,
,,,,,,,,,,Round 3,"Bundelkhand University, Jhansi",Food Engineering & technology,B.Tech,Home State,OPEN,Both Male and Female Seats,963194.0
8051.0,Round 3,"Dr. Shakuntala Misra National Rehabilitation University, Lucknow",Civil Engineering,B.Tech,Home State,OPEN,Both Male and Female Seats,853665.0,853665.0,,,,,,,,
,,,,,,,,,,Round 3,"Dr. Shakuntala Misra National Rehabilitation University, Lucknow",Computer Science and Engineering,B.Tech,Home State,BC(Girl),Female Seats,446174.0
8053.0,Round 3,"Dr. Shakuntala Misra National Rehabilitation University, Lucknow",Computer Science and Engineering,B.Tech,Home State,BC,Both Male and Female Seats,327065.0,440554.0,,,,,,,,
,,,,,,,,,,Round 3,"Dr. Shakuntala Misra National Rehabilitation University, Lucknow",Computer Science and Engineering,B.Tech,Home State,EWS(OPEN),Both Male and Female Seats,324850.0
8055.0,Round 3,"LUCKNOW UNIVERSITY, LUCKNOW",Civil Engineering,B.Tech,Home State,OPEN(AF),Both Male and Female Seats,733688.0,733688.0,,,,,,,,
,,,,,,,,,,Round 3,"Dr. Shakuntala Misra National Rehabilitation University, Lucknow",Computer Science and Engineering,B.Tech,Home State,OPEN(GIRL),Female Seats,317541.0
8057.0,Round 3,"Dr. Shakuntala Misra National Rehabilitation University, Lucknow",Computer Science and Engineering,B.Tech,Home State,OPEN,Both Male and Female Seats,222739.0,304280.0,,,,,,,,
,,,,,,,,,,Round 3,"Dr. Shakuntala Misra National Rehabilitation University, Lucknow",Computer Science and Engineering,B.Tech,Home State,SC(Girl),Female Seats,939973.0
8059.0,Round 3,"Dr. Shakuntala Misra National Rehabilitation University, Lucknow",Computer Science and Engineering,B.Tech,Home State,SC,Both Male and Female Seats,541880.0,546643.0,,,,,,,,
,,,,,,,,,,Round 3,"Dr. Shakuntala Misra National Rehabilitation University, Lucknow",Electrical Engineering,B.Tech,Home State,OPEN,Both Male and Female Seats,396226.0
8061.0,Round 3,"Dr. Shakuntala Misra National Rehabilitation University, Lucknow",Electronics and Communication Engineering,B.Tech,Home State,BC(Girl),Female Seats,827014.0,827014.0,,,,,,,,
,,,,,,,,,,Round 3,"Dr. Shakuntala Misra National Rehabilitation University, Lucknow",Electronics and Communication Engineering,B.Tech,Home State,BC,Both Male and Female Seats,732006.0
8063.0,Round 3,"Dr. Shakuntala Misra National Rehabilitation University, Lucknow",Electronics and Communication Engineering,B.Tech,Home State,EWS(OPEN),Both Male and Female Seats,661822.0,716882.0,,,,,,,,
,,,,,,,,,,Round 3,"Dr. Shakuntala Misra National Rehabilitation University, Lucknow",Electronics and Communication Engineering,B.Tech,Home State,OPEN(GIRL),Female Seats,494578.0
8065.0,Round 3,"Dr. Shakuntala Misra National Rehabilitation University, Lucknow",Electronics and Communication Engineering,B.Tech,Home State,OPEN,Both Male and Female Seats,273755.0,631148.0,,,,,,,,
,,,,,,,,,,Round 3,"Dr. Shakuntala Misra National Rehabilitation University, Lucknow",Electronics and Communication Engineering,B.Tech,Home State,SC,Both Male and Female Seats,941079.0
8067.0,Round 3,"Dr. Shakuntala Misra National Rehabilitation University, Lucknow",Computer Science & Engineering  (Artificial Intelligence & data Science),B.Tech,Home State,BC(Girl),Female Seats,493103.0,493103.0,,,,,,,,
,,,,,,,,,,Round 3,"Dr. Shakuntala Misra National Rehabilitation University, Lucknow",Computer Science & Engineering  (Artificial Intelligence & data Science),B.Tech,Home State,BC,Both Male and Female Seats,423338.0
8069.0,Round 3,"Dr. Shakuntala Misra National Rehabilitation University, Lucknow",Computer Science & Engineering  (Artificial Intelligence & data Science),B.Tech,Home State,EWS(OPEN),Both Male and Female Seats,376630.0,401777.0,,,,,,,,
,,,,,,,,,,Round 3,"Dr. Shakuntala Misra National Rehabilitation University, Lucknow",Computer Science & Engineering  (Artificial Intelligence & data Science),B.Tech,Home State,OPEN(GIRL),Female Seats,129237.0
8071.0,Round 3,"Dr. Shakuntala Misra National Rehabilitation University, Lucknow",Computer Science & Engineering  (Artificial Intelligence & data Science),B.Tech,Home State,OPEN,Both Male and Female Seats,230805.0,318584.0,,,,,,,,
,,,,,,,,,,Round 3,"Dr. Shakuntala Misra National Rehabilitation University, Lucknow",Computer Science & Engineering  (Artificial Intelligence & data Science),B.Tech,Home State,SC,Both Male and Female Seats,570751.0
8073.0,Round 3,"Dr. Shakuntala Misra National Rehabilitation University, Lucknow",Computer Science & Engineering (AI & Finance Managemnet),B.Tech,Home State,BC(Girl),Female Seats,621252.0,621252.0,,,,,,,,
,,,,,,,,,,Round 3,"Dr. Shakuntala Misra National Rehabilitation University, Lucknow",Computer Science & Engineering (AI & Finance Managemnet),B.Tech,Home State,BC,Both Male and Female Seats,486073.0
8075.0,Round 3,"Dr. Shakuntala Misra National Rehabilitation University, Lucknow",Computer Science & Engineering (AI & Finance Managemnet),B.Tech,Home State,EWS(OPEN),Both Male and Female Seats,543231.0,558541.0,,,,,,,,
,,,,,,,,,,Round 3,"Dr. Shakuntala Misra National Rehabilitation University, Lucknow",Computer Science & Engineering (AI & Finance Managemnet),B.Tech,Home State,OPEN(GIRL),Female Seats,370395.0
8077.0,Round 3,"Dr. Shakuntala Misra National Rehabilitation University, Lucknow",Computer Science & Engineering (AI & Finance Managemnet),B.Tech,Home State,OPEN,Both Male and Female Seats,368646.0,472216.0,,,,,,,,
,,,,,,,,,,Round 3,"Dr. Shakuntala Misra National Rehabilitation University, Lucknow",Computer Science & Engineering (AI & Finance Managemnet),B.Tech,Home State,SC,Both Male and Female Seats,884215.0
8079.0,Round 3,"Dr. Bhim Rao Ambedkar University, Agra",Computer Science and Engineering,B.Tech,Home State,BC(Girl),Female Seats,665678.0,665678.0,,,,,,,,
,,,,,,,,,,Round 3,"Dr. Bhim Rao Ambedkar University, Agra",Computer Science and Engineering,B.Tech,Home State,BC,Both Male and Female Seats,519024.0
8081.0,Round 3,"Dr. Bhim Rao Ambedkar University, Agra",Computer Science and Engineering,B.Tech,Home State,EWS(OPEN),Both Male and Female Seats,590630.0,697859.0,,,,,,,,
,,,,,,,,,,Round 3,"Dr. Bhim Rao Ambedkar University, Agra",Computer Science and Engineering,B.Tech,Home State,OPEN(GIRL),Female Seats,315307.0
8083.0,Round 3,"Dr. Bhim Rao Ambedkar University, Agra",Computer Science and Engineering,B.Tech,Home State,OPEN,Both Male and Female Seats,294258.0,467145.0,,,,,,,,
,,,,,,,,,,Round 3,"Dr. Bhim Rao Ambedkar University, Agra",Computer Science and Engineering,B.Tech,Home State,SC,Both Male and Female Seats,880842.0
8085.0,Round 3,"Dr. Bhim Rao Ambedkar University, Agra",Electronics and Communication Engineering,B.Tech,Home State,OPEN(GIRL),Female Seats,855554.0,1033630.0,,,,,,,,
,,,,,,,,,,Round 3,"Dr. Bhim Rao Ambedkar University, Agra",Electronics and Communication Engineering,B.Tech,Home State,OPEN,Both Male and Female Seats,558872.0
8087.0,Round 3,"Dr. Bhim Rao Ambedkar University, Agra",Mechanical Engineering,B.Tech,Home State,OPEN,Both Male and Female Seats,713534.0,713534.0,,,,,,,,
,,,,,,,,,,Round 3,"Khwaja Moinuddin Chishti Language University, Lucknow",Computer Science and Engineering,B.Tech,Home State,BC(Girl),Female Seats,617447.0
8089.0,Round 3,"Khwaja Moinuddin Chishti Language University, Lucknow",Computer Science and Engineering,B.Tech,Home State,BC,Both Male and Female Seats,481628.0,669047.0,,,,,,,,
,,,,,,,,,,Round 3,"Khwaja Moinuddin Chishti Language University, Lucknow",Computer Science and Engineering,B.Tech,Home State,EWS(GL),Female Seats,635927.0
8091.0,Round 4,"FACULTY OF ENGG, AGRA COLLEGE,AGRA",Computer Science and Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,906831.0,1414648.0,,,,,,,,
,,,,,,,,,,Round 4,"FACULTY OF ENGG, AGRA COLLEGE,AGRA",Computer Science and Engineering (FW),B.Tech,Home State,OPEN(TF),Both Male and Female Seats,1152709.0
8093.0,Round 4,"RAJA BALWANT SINGH ENGINEERING TECHNICAL CAMPUS,AGRA",Computer Science and Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,565519.0,565519.0,,,,,,,,
,,,,,,,,,,Round 4,"RAJA BALWANT SINGH ENGINEERING TECHNICAL CAMPUS,AGRA",Computer Science and Engineering,B.Tech,Home State,OPEN(GIRL),Female Seats,972543.0
8095.0,Round 4,"UNITED COLLEGE OF ENGINEERING & RESEARCH,ALLAHABAD",Computer Science and Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,712454.0,751232.0,,,,,,,,
,,,,,,,,,,Round 4,"UNITED COLLEGE OF ENGINEERING & RESEARCH,ALLAHABAD",Computer Science And Engineering(Artificial Intelligence & Machine Learning),B.Tech,All India,OPEN,Both Male and Female Seats,753981.0
8097.0,Round 4,"SHRI RAMMURTI SMARAK COLLEGE OF ENGG AND TECHNOLOGY,BAREILLY",Computer Science and Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,1030979.0,1070050.0,,,,,,,,
,,,,,,,,,,Round 4,"AJAY KUMAR GARG ENGG. COLLEGE,GHAZIABAD",Civil Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,567879.0
8099.0,Round 4,"AJAY KUMAR GARG ENGG. COLLEGE,GHAZIABAD",Computer Science and Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,101166.0,104584.0,,,,,,,,
,,,,,,,,,,Round 4,"AJAY KUMAR GARG ENGG. COLLEGE,GHAZIABAD",Computer Science and Engineering,B.Tech,Home State,BC(AF),Both Male and Female Seats,215688.0
8101.0,Round 4,"AJAY KUMAR GARG ENGG. COLLEGE,GHAZIABAD",Computer Science and Engineering,B.Tech,Home State,BC(Girl),Female Seats,162152.0,180496.0,,,,,,,,
,,,,,,,,,,Round 4,"AJAY KUMAR GARG ENGG. COLLEGE,GHAZIABAD",Computer Science and Engineering,B.Tech,Home State,BC,Both Male and Female Seats,149313.0
8103.0,Round 4,"AJAY KUMAR GARG ENGG. COLLEGE,GHAZIABAD",Computer Science and Engineering,B.Tech,Home State,EWS(AF),Both Male and Female Seats,246394.0,246394.0,,,,,,,,
,,,,,,,,,,Round 4,"AJAY KUMAR GARG ENGG. COLLEGE,GHAZIABAD",Computer Science and Engineering,B.Tech,Home State,EWS(OPEN),Both Male and Female Seats,130755.0
8105.0,Round 4,"AJAY KUMAR GARG ENGG. COLLEGE,GHAZIABAD",Computer Science and Engineering,B.Tech,Home State,OPEN(AF),Both Male and Female Seats,178614.0,178614.0,,,,,,,,
,,,,,,,,,,Round 4,"AJAY KUMAR GARG ENGG. COLLEGE,GHAZIABAD",Computer Science and Engineering,B.Tech,Home State,OPEN(GIRL),Female Seats,121190.0
8107.0,Round 4,"AJAY KUMAR GARG ENGG. COLLEGE,GHAZIABAD",Computer Science and Engineering,B.Tech,Home State,OPEN,Both Male and Female Seats,119950.0,124911.0,,,,,,,,
,,,,,,,,,,Round 4,"AJAY KUMAR GARG ENGG. COLLEGE,GHAZIABAD",Computer Science and Engineering,B.Tech,Home State,SC,Both Male and Female Seats,446427.0
8109.0,Round 4,"AJAY KUMAR GARG ENGG. COLLEGE,GHAZIABAD",Electrical & Electronics Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,332348.0,381718.0,,,,,,,,
,,,,,,,,,,Round 4,"AJAY KUMAR GARG ENGG. COLLEGE,GHAZIABAD",Electrical & Electronics Engineering,B.Tech,Home State,EWS(GL),Female Seats,627899.0
8111.0,Round 4,"AJAY KUMAR GARG ENGG. COLLEGE,GHAZIABAD",Electrical & Electronics Engineering,B.Tech,Home State,OPEN(GIRL),Female Seats,506631.0,506631.0,,,,,,,,
,,,,,,,,,,Round 4,"AJAY KUMAR GARG ENGG. COLLEGE,GHAZIABAD",Electrical & Electronics Engineering,B.Tech,Home State,OPEN,Both Male and Female Seats,632391.0
8113.0,Round 4,"AJAY KUMAR GARG ENGG. COLLEGE,GHAZIABAD",Electronics and Communication Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,232962.0,244664.0,,,,,,,,
,,,,,,,,,,Round 4,"AJAY KUMAR GARG ENGG. COLLEGE,GHAZIABAD",Electronics and Communication Engineering,B.Tech,Home State,BC(Girl),Female Seats,596066.0
8115.0,Round 4,"AJAY KUMAR GARG ENGG. COLLEGE,GHAZIABAD",Electronics and Communication Engineering,B.Tech,Home State,BC,Both Male and Female Seats,421848.0,494828.0,,,,,,,,
,,,,,,,,,,Round 4,"AJAY KUMAR GARG ENGG. COLLEGE,GHAZIABAD",Electronics and Communication Engineering,B.Tech,Home State,EWS(GL),Female Seats,381126.0
8117.0,Round 4,"AJAY KUMAR GARG ENGG. COLLEGE,GHAZIABAD",Electronics and Communication Engineering,B.Tech,Home State,EWS(OPEN),Both Male and Female Seats,380006.0,420035.0,,,,,,,,
,,,,,,,,,,Round 4,"AJAY KUMAR GARG ENGG. COLLEGE,GHAZIABAD",Electronics and Communication Engineering,B.Tech,Home State,OPEN(GIRL),Female Seats,337829.0
8119.0,Round 4,"AJAY KUMAR GARG ENGG. COLLEGE,GHAZIABAD",Electronics and Communication Engineering,B.Tech,Home State,OPEN,Both Male and Female Seats,328958.0,362879.0,,,,,,,,
,,,,,,,,,,Round 4,"AJAY KUMAR GARG ENGG. COLLEGE,GHAZIABAD",Electronics and Communication Engineering (FW),B.Tech,Home State,OPEN(TF),Both Male and Female Seats,194716.0
8121.0,Round 4,"AJAY KUMAR GARG ENGG. COLLEGE,GHAZIABAD",Information Technology,B.Tech,All India,OPEN,Both Male and Female Seats,171267.0,177716.0,,,,,,,,
